week,location,average_price
21-11-2020,Cochin,193.61(117.75)
21-11-2020,Coonoor,141.71(79.97)
21-11-2020,Coimbatore,156.81(95.14)
14-11-2020,Kolkata,222.00(163.94)
14-11-2020,Guwahati,186.64(145.15)
14-11-2020,Siliguri,174.94(135.89)
14-11-2020,Jalpaiguri,NS(NS)
14-11-2020,mjunction,180.10
14-11-2020,Cochin,192.82(118.50)
14-11-2020,Coonoor,NS(79.39)
14-11-2020,Coimbatore,NS(93.03)
07-11-2020,Kolkata,228.66(166.87)
07-11-2020,Guwahati,191.78(147.83)
07-11-2020,Siliguri,194.98(132.30)
07-11-2020,Jalpaiguri,NS(NS)
07-11-2020,mjunction,NS
07-11-2020,Cochin,192.09(117.68)
07-11-2020,Coonoor,149.47(78.17)
07-11-2020,Coimbatore,157.63(95.75)
31-10-2020,Kolkata,NS(175.49)
31-10-2020,Guwahati,205.16(144.75)
31-10-2020,Siliguri,NS(134.11)
31-10-2020,Jalpaiguri,NS(NS)
31-10-2020,mjunction,208.89
31-10-2020,Cochin,185.42(118.85)
31-10-2020,Coonoor,151.36(78.68)
31-10-2020,Coimbatore,158.41(NS)
24-10-2020,Kolkata,242.12(175.30 )
24-10-2020,Guwahati,214.55(150.27)
24-10-2020,Siliguri,208.57(136.59)
24-10-2020,Jalpaiguri,NS(NS)
24-10-2020,mjunction,205.78
24-10-2020,Cochin,179.74(120.98)
24-10-2020,Coonoor,150.11(80.70)
24-10-2020,Coimbatore,155.05(96.33)
17-10-2020,Kolkata,251.78(170.26)
17-10-2020,Guwahati,227.08(150.78)
17-10-2020,Siliguri,211.91(132.71)
17-10-2020,Jalpaiguri,NS(NS)
17-10-2020,mjunction,220.53
17-10-2020,Cochin,177.34(121.17)
17-10-2020,Coonoor,145.26(84.96)
17-10-2020,Coimbatore,154.23(95.51)
10-10-2020,Kolkata,265.33(NS)
10-10-2020,Guwahati,239.35(NS)
10-10-2020,Siliguri,224.61(135.91)
10-10-2020,Jalpaiguri,NS(NS)
10-10-2020,mjunction,247.17
10-10-2020,Cochin,172.84(121.72)
10-10-2020,Coonoor,146.53(85.99)
10-10-2020,Coimbatore,153.69(94.98)
03-10-2020,Kolkata,271.71(179.31)
03-10-2020,Guwahati,257.21(153.97)
03-10-2020,Siliguri,239.57(NS)
03-10-2020,Jalpaiguri,NS(NS)	
03-10-2020,mjunction,254.80
03-10-2020,Cochin,176.53(122.32)
03-10-2020,Coonoor,156.28(87.44)
03-10-2020,Coimbatore,165.41(97.02)
26-09-2020,Kolkata,277.78(174.34)
26-09-2020,Guwahati,264.36(150.62)
26-09-2020,Siliguri,247.18(129.10)
26-09-2020,Jalpaiguri,NS(NS)	
26-09-2020,mjunction,251.80
26-09-2020,Cochin,190.93(119.38)
26-09-2020,Coonoor,170.62(87.74)
26-09-2020,Coimbatore,178.70(94.32)
19-09-2020,Kolkata,281.87(179.93)
19-09-2020,Guwahati,274.38(150.14)
19-09-2020,Siliguri,251.40(132.41)
19-09-2020,Jalpaiguri,NS(NS)	
19-09-2020,mjunction,229.86
19-09-2020,Cochin,197.51(114.62)
19-09-2020,Coonoor,185.15(86.31)
19-09-2020,Coimbatore,190.71(94.52)
12-09-2020,Kolkata,NS(180.39)
12-09-2020,Guwahati,280.73(150.11)
12-09-2020,Siliguri,253.80(132.25)
12-09-2020,Jalpaiguri,NS(NS)	
12-09-2020,mjunction,263.75
12-09-2020,Cochin,198.79(NS)
12-09-2020,Coonoor,192.35(85.82)
12-09-2020,Coimbatore,191.25(90.76)
05-09-2020,Kolkata,291.04(186.91)
05-09-2020,Guwahati,288.54(156.33)
05-09-2020,Siliguri,255.01(132.98)
05-09-2020,Jalpaiguri,NS(NS)	
05-09-2020,mjunction,275.17
05-09-2020,Cochin,NS(110.55)
05-09-2020,Coonoor,193.21(83.81)
05-09-2020,Coimbatore,189.56(93.16)
29-08-2020,Kolkata,300.10(181.49)
29-08-2020,Guwahati,297.03(155.92)	
29-08-2020,Siliguri,248.69(132.28)
29-08-2020,Jalpaiguri,NS(NS)	
29-08-2020,mjunction,272.60
29-08-2020,Cochin,181.00(112.03)
29-08-2020,Coonoor,187.04(83.33)
29-08-2020,Coimbatore,175.86(90.09)
22-08-2020,Kolkata,307.42(189.25)
22-08-2020,Guwahati,295.12(157.20)
22-08-2020,Siliguri,245.22(130.67)
22-08-2020,Jalpaiguri,NS(NS)
22-08-2020,mjunction,235.64
22-08-2020,Cochin,171.64(111.02)
22-08-2020,Coonoor,172.62(83.11)
22-08-2020,Coimbatore,163.52(91.59)
15-08-2020,Kolkata,308.75(193.24)
15-08-2020,Guwahati,296.85(157.18)
15-08-2020,Siliguri,246.81(134.35)
15-08-2020,Jalpaiguri,NS(NS)	
15-08-2020,mjunction,258.72
15-08-2020,Cochin,159.25(112.01)
15-08-2020,Coonoor,167.69(81.42)
15-08-2020,Coimbatore,157.62(91.35)
08-08-2020,Kolkata,307.12(199.96)
08-08-2020,Guwahati,287.86(161.93)
08-08-2020,Siliguri,251.87(138.75)
08-08-2020,Jalpaiguri,NS(NS)	
08-08-2020,mjunction,259.00
08-08-2020,Cochin,144.53(112.94)
08-08-2020,Coonoor,150.07(80.78)
08-08-2020,Coimbatore,148.31(91.31)
01-08-2020,Kolkata,295.89(200.75)
01-08-2020,Guwahati,278.31(161.43)
01-08-2020,Siliguri,246.18(142.21)
01-08-2020,Jalpaiguri,NS(NS)
01-08-2020,mjunction,235.83
01-08-2020,Cochin,138.11(113.10)
01-08-2020,Coonoor,146.38(80.29)
01-08-2020,Coimbatore,142.92(92.00)
25-07-2020,Kolkata,297.63(200.66)
25-07-2020,Guwahati,NS(164.66)
25-07-2020,Siliguri,241.01(142.23)
25-07-2020,Jalpaiguri,NS(NS)
25-07-2020,mjunction,244.98
25-07-2020,Cochin,138.40(115.12)
25-07-2020,Coonoor,141.19(80.40)
25-07-2020,Coimbatore,141.08(87.70)
18-07-2020,Kolkata,301.04(200.78)
18-07-2020,Guwahati,283.53(162.09)
18-07-2020,Siliguri,236.66(143.69)
18-07-2020,Jalpaiguri,NS(NS)	
18-07-2020,mjunction,296.47
18-07-2020,Cochin,134.47(112.40)
18-07-2020,Coonoor,137.11(78.90)
18-07-2020,Coimbatore,135.28(89.94)
11-07-2020,Kolkata,298.71(193.91)
11-07-2020,Guwahati,NS(158.33)
11-07-2020,Siliguri,231.40(143.46)
11-07-2020,Jalpaiguri,NS(NS)	
11-07-2020,mjunction,249.28
11-07-2020,Cochin,130.22(113.46)
11-07-2020,Coonoor,128.26(79.10)
11-07-2020,Coimbatore,127.99(90.69)
04-07-2020,Kolkata,298.54(203.14)
04-07-2020,Guwahati,273.53(158.98)
04-07-2020,Siliguri,228.76(144.58)
04-07-2020,Jalpaiguri,NS(NS)	
04-07-2020,mjunction,0.00
04-07-2020,Cochin,122.26(116.48)
04-07-2020,Coonoor,116.60(84.97)
04-07-2020,Coimbatore,115.79(97.99)
27-06-2020,Kolkata,272.59(204.32)
27-06-2020,Guwahati,265.12(156.96)
27-06-2020,Siliguri,226.24(144.36)
27-06-2020,Jalpaiguri,NS(NS)	
27-06-2020,mjunction,247.19
27-06-2020,Cochin,117.03(117.25)
27-06-2020,Coonoor,113.55(87.32)
27-06-2020,Coimbatore,112.44(97.06)
20-06-2020,Kolkata,275.63(204.49)
20-06-2020,Guwahati,253.01(163.02)
20-06-2020,Siliguri,219.99(150.56)
20-06-2020,Jalpaiguri,NS(NS)	
20-06-2020,mjunction,255.77
20-06-2020,Cochin,112.90(120.55)
20-06-2020,Coonoor,110.68(92.25)
20-06-2020,Coimbatore,108.24(99.11)
13-06-2020,Kolkata,250.54(187.49)
13-06-2020,Guwahati,231.18(155.00)
13-06-2020,Siliguri,207.24(149.43)
13-06-2020,Jalpaiguri,NS(NS)
13-06-2020,mjunction,252.47
13-06-2020,Cochin,111.30(123.12)
13-06-2020,Coonoor,107.01(93.00)
13-06-2020,Coimbatore,102.97(102.44)
06-06-2020,Kolkata,235.11(180.12)
06-06-2020,Guwahati,216.35(147.98)
06-06-2020,Siliguri,202.48(147.83)
06-06-2020,Jalpaiguri,NS(NS)
06-06-2020,mjunction,240.74
06-06-2020,Cochin,109.20(126.83)
06-06-2020,Coonoor,98.94(93.43)
06-06-2020,Coimbatore,104.14(105.51)
30-05-2020,Kolkata,NS(178.76)
30-05-2020,Guwahati,198.29(139.17)
30-05-2020,Siliguri,180.23(149.70)
30-05-2020,Jalpaiguri,NS(NS)
30-05-2020,mjunction,
30-05-2020,Cochin,110.04(128.23)
30-05-2020,Coonoor,95.92(93.91)
30-05-2020,Coimbatore,103.84(109.84)
23-05-2020,Kolkata,NS(179.26)
23-05-2020,Guwahati,199.08(135.23)
23-05-2020,Siliguri,195.66(147.25)
23-05-2020,Jalpaiguri,NS(NS)
23-05-2020,mjunction,
23-05-2020,Cochin,"114,82(127.76)"
23-05-2020,Coonoor,93.93(95.32)
23-05-2020,Coimbatore,104.53(108.91)
16-05-2020,Kolkata,135.40(180.26)
16-05-2020,Guwahati,222.01(135.12)
16-05-2020,Siliguri,188.64(148.81)
16-05-2020,Jalpaiguri,NS(NS)
16-05-2020,mjunction,
16-05-2020,Cochin,116.41(127.60)
16-05-2020,Coonoor,94.21(97.50)
16-05-2020,Coimbatore,105.11(111.08)
09-05-2020,Kolkata,NS(194.09)
09-05-2020,Guwahati,150.50(135.48)
09-05-2020,Siliguri,209.05(149.81)
09-05-2020,Jalpaiguri,NS(NS)	
09-05-2020,mjunction,
09-05-2020,Cochin,122.03(127.82)
09-05-2020,Coonoor,94.84(99.19)
09-05-2020,Coimbatore,NS(109.24)
02-05-2020,Kolkata,NS(202.32)
02-05-2020,Guwahati,217.56(143.43)
02-05-2020,Siliguri,206.25(148.19)
02-05-2020,Jalpaiguri,NS(NS)
02-05-2020,mjunction,
02-05-2020,Cochin,125.94(129.73)
02-05-2020,Coonoor,97.55(99.19)
02-05-2020,Coimbatore,NS(110.41)
25-04-2020,Kolkata,NS(188.95)
25-04-2020,Guwahati,111.34(152.29)
25-04-2020,Siliguri,129.50(148.19)
25-04-2020,Jalpaiguri,NS(NS)	
25-04-2020,mjunction,
25-04-2020,Cochin,122.94(129.13)
25-04-2020,Coonoor,92.09(100.77)
25-04-2020,Coimbatore,105.94(108.18)
18-04-2020,Kolkata,NS(175.25)
18-04-2020,Guwahati,NS(167.26)
18-04-2020,Siliguri,NS(154.94)
18-04-2020,Jalpaiguri,NS(NS)	
18-04-2020,mjunction,
18-04-2020,Cochin,130.27(NS)
18-04-2020,Coonoor,NS(99.97)
18-04-2020,Coimbatore,NS(111.36)
11-04-2020,Kolkata,NS(161.15)
11-04-2020,Guwahati,NS(171.04)
11-04-2020,Siliguri,NS(159.46)
11-04-2020,Jalpaiguri,NS(NS)	
11-04-2020,mjunction,
11-04-2020,Cochin,121.58(128.38)
11-04-2020,Coonoor,NS(100.46)
11-04-2020,Coimbatore,NS(109.66)
04-04-2020,Kolkata,NS(126.10)
04-04-2020,Guwahati,NS(176.47)
04-04-2020,Siliguri,NS(152.77)
04-04-2020,Jalpaiguri,NS(NS)
04-04-2020,mjunction,
04-04-2020,Cochin,NS(127.54)
04-04-2020,Coonoor,NS(101.02)
04-04-2020,Coimbatore,NS(108.17)
21-03-2020,Kolkata,104.29(116.78)
21-03-2020,Guwahati,82.62(113.16)
21-03-2020,Siliguri,NS(NS)
21-03-2020,Jalpaiguri,NS (NS)
21-03-2020,mjunction,
21-03-2020,Cochin,114.00(128.18)
21-03-2020,Coonoor,82.32(101.65)
21-03-2020,Coimbatore,90.06(107.92)
14-03-2020,Kolkata,90.82(107.51)
14-03-2020,Guwahati,NS(NS)
14-03-2020,Siliguri,NS(NS)
14-03-2020,Jalpaiguri,NS(NS)
14-03-2020,mjunction,
14-03-2020,Cochin,113.86(127.64)
14-03-2020,Coonoor,80.37(102.75)
14-03-2020,Coimbatore,95.57(108.17)
07-03-2020,Kolkata,101.49(115.79)
07-03-2020,Guwahati,86.14(NS)
07-03-2020,Siliguri,91.28(107.78)
07-03-2020,Jalpaiguri,NS(NS)
07-03-2020,mjunction,
07-03-2020,Cochin,116.51(127.19)
07-03-2020,Coonoor,79.65(101.65)
07-03-2020,Coimbatore,91.62(107.00)
29-02-2020,Kolkata,103.45(113.26)
29-02-2020,Guwahati,89.03(121.65)
29-02-2020,Siliguri,NS(105.05)
29-02-2020,Jalpaiguri,NS(NS)
29-02-2020,mjunction,
29-02-2020,Cochin,115.54(126.29)
29-02-2020,Coonoor,80.73(100.40)
29-02-2020,Coimbatore,92.45(104.19)
22-02-2020,Kolkata,109.64(114.70)
22-02-2020,Guwahati,86.02(NS)
22-02-2020,Siliguri,96.62(108.42)
22-02-2020,Jalpaiguri,NS(NS)
22-02-2020,mjunction,
22-02-2020,Cochin,115.86(126.74)
22-02-2020,Coonoor,79.97(98.80)
22-02-2020,Coimbatore,93.35(104.79)
15-02-2020,Kolkata,111.38(119.85)
15-02-2020,Guwahati,92.23(124.68)
15-02-2020,Siliguri,97.72(111.39)
15-02-2020,Jalpaiguri,NS(NS)
15-02-2020,mjunction,
15-02-2020,Cochin,116.70(129.72)
15-02-2020,Coonoor,82.20(98.62)
15-02-2020,Coimbatore,92.75(103.63)
08-02-2020,Kolkata,118.72(126.21)
08-02-2020,Guwahati,99.91(120.57)
08-02-2020,Siliguri,100.12(115.83)
08-02-2020,Jalpaiguri,NS(NS)
08-02-2020,mjunction,
08-02-2020,Cochin,117.27(129.00)
08-02-2020,Coonoor,81.24(99.52)
08-02-2020,Coimbatore,91.69(104.47)
01-02-2020,Kolkata,128.94(129.62)
01-02-2020,Guwahati,106.67(122.45)
01-02-2020,Siliguri,105.55(119.45)
01-02-2020,Jalpaiguri,NS(NS)
01-02-2020,mjunction,
01-02-2020,Cochin,119.05(130.93)
01-02-2020,Coonoor,82.20(99.99)
01-02-2020,Coimbatore,92.68(108.22)
25-01-2020,Kolkata,130.25(142.83)
25-01-2020,Guwahati,112.20(124.12)
25-01-2020,Siliguri,114.95(127.08)
25-01-2020,Jalpaiguri,NS(NS)
25-01-2020,mjunction,
25-01-2020,Cochin,117.68(129.98)
25-01-2020,Coonoor,82.85(101.25)
25-01-2020,Coimbatore,95.41(108.18)
18-01-2020,Kolkata,134.41(148.72)
18-01-2020,Guwahati,118.91(123.48)
18-01-2020,Siliguri,120.51(131.35)
18-01-2020,Jalpaiguri,NS(NS)
18-01-2020,mjunction,
18-01-2020,Cochin,118.11(128.14)
18-01-2020,Coonoor,83.86(100.62)
18-01-2020,Coimbatore,94.78(107.08)
11-01-2020,Kolkata,143.46(153.46)
11-01-2020,Guwahati,128.25(127.74)
11-01-2020,Siliguri,125.32(135.46)
11-01-2020,Jalpaiguri,NS(NS)
11-01-2020,mjunction,
11-01-2020,Cochin,117.34(127.40)
11-01-2020,Coonoor,84.47(100.15)
11-01-2020,Coimbatore,94.22(106.78)
04-01-2020,Kolkata,152.40(154.72)
04-01-2020,Guwahati,132.38(130.96)
04-01-2020,Siliguri,133.67(136.74)
04-01-2020,Jalpaiguri,NS(NS)
04-01-2020,mjunction,
04-01-2020,Cochin,NS(126.74)
04-01-2020,Coonoor,84.25(98.23)
04-01-2020,Coimbatore,95.65(106.10)
25-12-2021,Kolkata,195.83(192.39)
25-12-2021,Guwahati,167.79(161.05)
25-12-2021,Siliguri,172.21(164.48)
25-12-2021,Jalpaiguri,NS(NS)	
25-12-2021,mjunction,158.49(128.08)
25-12-2021,Cochin,138.78(170.80)
25-12-2021,Coonoor,94.75(114.37)
25-12-2021,Coimbatore,111.01(130.17)
18-12-2021,Kolkata,194.32(188.48)
18-12-2021,Guwahati,173.40(157.83)
18-12-2021,Siliguri,178.90(160.59)
18-12-2021,Jalpaiguri,NS(NS)	
18-12-2021,mjunction,160.55(126.37)
18-12-2021,Cochin,133.93(172.37)
18-12-2021,Coonoor,94.79(112.17)
18-12-2021,Coimbatore,106.72(129.34)
11-12-2021,Kolkata,205.41(189.03)
11-12-2021,Guwahati,178.38(166.13)
11-12-2021,Siliguri,179.26(157.84)
11-12-2021,Jalpaiguri,NS(NS)	
11-12-2021,mjunction,143.40(140.03)
11-12-2021,Cochin,129.34(173.52)
11-12-2021,Coonoor,98.29(108.12)
11-12-2021,Coimbatore,106.23(136.73)
04-12-2021,Kolkata,209.99(194.39)
04-12-2021,Guwahati,180.89(164.13)
04-12-2021,Siliguri,169.49(158.00)
04-12-2021,Jalpaiguri,NS(NS)	
04-12-2021,mjunction,136.55(111.00)
04-12-2021,Cochin,129.40(183.01)
04-12-2021,Coonoor,98.15(109.25)
04-12-2021,Coimbatore,99.51(136.33)
27-11-2021,Kolkata,223.21(199.99)
27-11-2021,Guwahati,182.19(169.10)
27-11-2021,Siliguri,170.54(156.82)
27-11-2021,Jalpaiguri,NS(NS)	
27-11-2021,mjunction,148.79(162.33)
27-11-2021,Cochin,130.64(193.31)
27-11-2021,Coonoor,96.73(130.09)
27-11-2021,Coimbatore,100.71(157.49)
20-11-2021,Kolkata,221.53(205.67)
20-11-2021,Guwahati,183.41(176.59)
20-11-2021,Siliguri,180.46(162.12)
20-11-2021,Jalpaiguri,NS(NS)	
20-11-2021,mjunction,131.28(161.82)
20-11-2021,Cochin,130.71(193.61)
20-11-2021,Coonoor,92.81(141.71)
20-11-2021,Coimbatore,98.44(156.81)
13-11-2021,Kolkata,209.18(222.00)
13-11-2021,Guwahati,184.73(186.64)
13-11-2021,Siliguri,186.85(174.94)
13-11-2021,Jalpaiguri,NS(NS)	
13-11-2021,mjunction,138.88(180.10)
13-11-2021,Cochin,128.28(192.82)
13-11-2021,Coonoor,90.32(NS)
13-11-2021,Coimbatore,93.10(NS)
06-11-2021,Kolkata,212.39(228.66)
06-11-2021,Guwahati,185.91(191.78)
06-11-2021,Siliguri,190.14(194.98)
06-11-2021,Jalpaiguri,NS(NS)	
06-11-2021,mjunction,145.62(NS)
06-11-2021,Cochin,128.36(192.09)
06-11-2021,Coonoor,88.77(149.47)
06-11-2021,Coimbatore,NS(157.63)
30-10-2021,Kolkata,207.96(NS)
30-10-2021,Guwahati,177.68(205.16)
30-10-2021,Siliguri,176.53(NS)
30-10-2021,Jalpaiguri,NS(NS)	
30-10-2021,mjunction,140.03(208.89)
30-10-2021,Cochin,130.81(185.42)
30-10-2021,Coonoor,86.76(151.36)
30-10-2021,Coimbatore,91.58(158.41)
23-10-2021,Kolkata,217.22(242.12)
23-10-2021,Guwahati,175.53(214.55)
23-10-2021,Siliguri,175.62(208.57)
23-10-2021,Jalpaiguri,NS(NS)	
23-10-2021,mjunction,NS(205.78)
23-10-2021,Cochin,128.55(179.74)
23-10-2021,Coonoor,84.09(150.11)
23-10-2021,Coimbatore,92.03(155.05)
16-10-2021,Kolkata,NS(251.78)
16-10-2021,Guwahati,NS(227.08)
16-10-2021,Siliguri,NS(211.91)
16-10-2021,Jalpaiguri,NS(NS)	
16-10-2021,mjunction,149.51(220.53)
16-10-2021,Cochin,124.14(177.34)
16-10-2021,Coonoor,86.09(145.26)
16-10-2021,Coimbatore,90.17(154.23)
09-10-2021,Kolkata,217.03(265.33)
09-10-2021,Guwahati,173.90(239.35)
09-10-2021,Siliguri,153.22(224.61)
09-10-2021,Jalpaiguri,NS(NS)	
09-10-2021,mjunction,147.83(247.17)
09-10-2021,Cochin,124.43(172.84)
09-10-2021,Coonoor,87.61(146.53)
09-10-2021,Coimbatore,90.39(153.69)
02-10-2021,Kolkata,220.10(271.71)
02-10-2021,Guwahati,178.72(257.21)
02-10-2021,Siliguri,161.56(239.57)
02-10-2021,Jalpaiguri,NS(NS)	
02-10-2021,mjunction,116.82(254.80)
02-10-2021,Cochin,126.37(176.53)
02-10-2021,Coonoor,90.12(156.28)
02-10-2021,Coimbatore,95.79(165.41)
25-09-2021,Kolkata,223.11(277.78)
25-09-2021,Guwahati,177.37(264.36)
25-09-2021,Siliguri,161.88(247.18)
25-09-2021,Jalpaiguri,NS(NS)	
25-09-2021,mjunction,142.91(251.80)
25-09-2021,Cochin,126.38(190.93)
25-09-2021,Coonoor,92.45(170.62)
25-09-2021,Coimbatore,96.17(178.70)
18-09-2021,Kolkata,216.13(281.87)
18-09-2021,Guwahati,179.12(274.38)
18-09-2021,Siliguri,164.62(251.40)
18-09-2021,Jalpaiguri,NS(NS)	
18-09-2021,mjunction,152.84(229.86)
18-09-2021,Cochin,126.95(197.51)
18-09-2021,Coonoor,94.06(185.15)
18-09-2021,Coimbatore,96.36(190.71)
11-09-2021,Kolkata,218.92(NS)
11-09-2021,Guwahati,176.46(280.73)
11-09-2021,Siliguri,168.68(253.80)
11-09-2021,Jalpaiguri,NS(NS)	
11-09-2021,mjunction,147.89(263.75)
11-09-2021,Cochin,123.30(198.79)
11-09-2021,Coonoor,93.79(192.35)
11-09-2021,Coimbatore,97.80(191.25)
04-09-2021,Kolkata,220.59(291.04)
04-09-2021,Guwahati,173.38(288.54)
04-09-2021,Siliguri,169.57(255.01)
04-09-2021,Jalpaiguri,NS(NS)	
04-09-2021,mjunction,143.74(275.17)
04-09-2021,Cochin,127.86(NS)
04-09-2021,Coonoor,94.93(193.21)
04-09-2021,Coimbatore,98.57(189.56)
28-08-2021,Kolkata,219.09(300.10)
28-08-2021,Guwahati,171.89(297.03)
28-08-2021,Siliguri,173.78(248.69)
28-08-2021,Jalpaiguri,NS(NS)	
28-08-2021,mjunction,135.57(272.60)
28-08-2021,Cochin,128.27(181.00)
28-08-2021,Coonoor,92.99(187.04)
28-08-2021,Coimbatore,102.11(175.86)
21-08-2021,Kolkata,227.99(307.42)
21-08-2021,Guwahati,174.17(295.12)
21-08-2021,Siliguri,169.84(245.22)
21-08-2021,Jalpaiguri,NS(NS)	
21-08-2021,mjunction,148.44(235.64)
21-08-2021,Cochin,NS(171.64)
21-08-2021,Coonoor,91.57(172.62)
21-08-2021,Coimbatore,102.54(163.52)
14-08-2021,Kolkata,220.66(308.75)
14-08-2021,Guwahati,174.60(296.88)
14-08-2021,Siliguri,169.29(246.81)
14-08-2021,Jalpaiguri,	NS(NS)
14-08-2021,mjunction,169.29(246.81)
14-08-2021,Cochin,124.71(159.25)
14-08-2021,Coonoor,90.36(167.69)
14-08-2021,Coimbatore,102.23(157.62)
07-08-2021,Kolkata,221.64(307.12)
07-08-2021,Guwahati,176.55(287.86)
07-08-2021,Siliguri,178.66(251.87)
07-08-2021,Jalpaiguri,NS(NS)	
07-08-2021,mjunction,145.00(259.00)
07-08-2021,Cochin,124.67(144.53)
07-08-2021,Coonoor,90.43(150.07)
07-08-2021,Coimbatore,101.09(148.31)
31-07-2021,Kolkata,224.17(295.89)
31-07-2021,Guwahati,181.72(278.31)
31-07-2021,Siliguri,177.25(246.18)
31-07-2021,Jalpaiguri,NS(NS)	
31-07-2021,mjunction,193.62(235.83)
31-07-2021,Cochin,124.42(138.11)
31-07-2021,Coonoor,92.96(146.38)
31-07-2021,Coimbatore,102.32(142.92)
24-07-2021,Kolkata,228.85(297.63)
24-07-2021,Guwahati,184.85(NS)
24-07-2021,Siliguri,185.05(241.01)
24-07-2021,Jalpaiguri,NS(NS)	
24-07-2021,mjunction,152.80(244.98)
24-07-2021,Cochin,123.88(138.40)
24-07-2021,Coonoor,91.60(141.19)
24-07-2021,Coimbatore,103.82(141.08)
17-07-2021,Kolkata,237.55(301.04)
17-07-2021,Guwahati,196.28(283.53)
17-07-2021,Siliguri,181.51(236.66)
17-07-2021,Jalpaiguri,NS(NS)	
17-07-2021,mjunction,174.92(296.47)
17-07-2021,Cochin,124.65(134.47)
17-07-2021,Coonoor,92.05(137.11)
17-07-2021,Coimbatore,103.16(135.28)
10-07-2021,Kolkata,242.19(298.71)
10-07-2021,Guwahati,207.64(NS)
10-07-2021,Siliguri,181.19(231.40)
10-07-2021,Jalpaiguri,NS(NS)	
10-07-2021,mjunction,178.29(249.28)
10-07-2021,Cochin,126.34(130.22)
10-07-2021,Coonoor,93.81(128.26)
10-07-2021,Coimbatore,110.32(127.99)
03-07-2021,Kolkata,261.60(298.54)
03-07-2021,Guwahati,227.35(273.53)
03-07-2021,Siliguri,192.22(228.76)
03-07-2021,Jalpaiguri,NS(NS)	
03-07-2021,mjunction,206.35(NS)
03-07-2021,Cochin,131.30(122.26)
03-07-2021,Coonoor,95.88(116.60)
03-07-2021,Coimbatore,111.64(115.79)
26-06-2021,Kolkata,255.38(272.59)
26-06-2021,Guwahati,232.34(265.12)
26-06-2021,Siliguri,203.59(226.24)
26-06-2021,Jalpaiguri,NS(NS)
26-06-2021,mjunction,241.99(247.19)
26-06-2021,Cochin,132.10(117.03)
26-06-2021,Coonoor,95.70(113.55)
26-06-2021,Coimbatore,112.37(112.44)
19-06-2021,Kolkata,251.80(275.63)
19-06-2021,Guwahati,235.06(253.01)
19-06-2021,Siliguri,214.41(219.99)
19-06-2021,Jalpaiguri,NS(NS)	
19-06-2021,mjunction,200.31(255.77)
19-06-2021,Cochin,131.70(112.90)
19-06-2021,Coonoor,98.75(110.68)
19-06-2021,Coimbatore,112.06(108.24)
12-06-2021,Kolkata,235.30(250.54)
12-06-2021,Guwahati,234.03(231.18)
12-06-2021,Siliguri,221.68(207.24)
12-06-2021,Jalpaiguri,NS(NS)	
12-06-2021,mjunction,216.31(252.47)
12-06-2021,Cochin,135.86(111.30)
12-06-2021,Coonoor,111.86(107.01)
12-06-2021,Coimbatore,117.11(102.97)
05-06-2021,Kolkata,240.96(235.11)
05-06-2021,Guwahati,226.91(216.35)
05-06-2021,Siliguri,217.32(202.48)
05-06-2021,Jalpaiguri,NS(NS)	
05-06-2021,mjunction,205.50(240.74)
05-06-2021,Cochin,141.77(109.20)
05-06-2021,Coonoor,117.03(98.94)
05-06-2021,Coimbatore,124.56(104.14)
29-05-2021,Kolkata,NS(NS)
29-05-2021,Guwahati,223.36(198.29)
29-05-2021,Siliguri,211.23(180.23)
29-05-2021,Jalpaiguri,NS(NS)	
29-05-2021,mjunction,203.38
29-05-2021,Cochin,144.45(110.04)
29-05-2021,Coonoor,NS(95.92)
29-05-2021,Coimbatore,NS(103.84)
22-05-2021,Kolkata,235.47(NS)
22-05-2021,Guwahati,218.16(199.08)
22-05-2021,Siliguri,207.44(195.66)
22-05-2021,Jalpaiguri,NS(NS)	
22-05-2021,mjunction,187.59  
22-05-2021,Cochin,156.25(114.82)
22-05-2021,Coonoor,122.79(93.93)
22-05-2021,Coimbatore,132.80(104.53)
15-05-2021,Kolkata,228.46(135.40)
15-05-2021,Guwahati,211.75(222.01)
15-05-2021,Siliguri,203.21(188.64)
15-05-2021,Jalpaiguri,NS(NS)	
15-05-2021,mjunction,187.99
15-05-2021,Cochin,144.74(116.41)
15-05-2021,Coonoor,125.86(94.21)
15-05-2021,Coimbatore,125.52(105.11)
05-05-2021,Kolkata,231.55(NS)
05-05-2021,Guwahati,204.45(150.50)
05-05-2021,Siliguri,198.30(209.05)
05-05-2021,Jalpaiguri,NS(NS)	
05-05-2021,mjunction,179.12
05-05-2021,Cochin,137.51(122.03)
05-05-2021,Coonoor,121.53(94.84)
05-05-2021,Coimbatore,122.24(NS)
01-05-2021,Kolkata,223.69(NS)
01-05-2021,Guwahati,198.18(217.56)
01-05-2021,Siliguri,198.32(204.25)
01-05-2021,Jalpaiguri,NS(NS)	
01-05-2021,mjunction,167.87
01-05-2021,Cochin,135.30(125.94)
01-05-2021,Coonoor,117.49(97.55)
01-05-2021,Coimbatore,119.36(NS)
24-04-2021,Kolkata,226.63(NS)
24-04-2021,Guwahati,199.46(111.34)
24-04-2021,Siliguri,209.78(129.50)
24-04-2021,Jalpaiguri,NS(NS)	
24-04-2021,mjunction,185.53
24-04-2021,Cochin,138.18(122.94)
24-04-2021,Coonoor,114.53(92.09)
24-04-2021,Coimbatore,122.79(105.94)
