week,location,average_price
04-07-2009,Jalpaiguri,N.S.(N.S.)
04-07-2009,mjunction,
04-07-2009,Cochin,88.33 (67.94)
04-07-2009,Coonoor,75.52 (61.77)
04-07-2009,Coimbatore,80.56 (64.07)
27-06-2009,Kolkata,132.85 (118.11)
27-06-2009,Guwahati,125.70 (94.97)
27-06-2009,Siliguri,116.34 (89.44)
27-06-2009,Jalpaiguri,N.S.(N.S.)
27-06-2009,mjunction,
27-06-2009,Cochin,90.55 (69.11)
27-06-2009,Coonoor,78.83 (62.91)
27-06-2009,Coimbatore,82.81 (63.76)
20-06-2009,Kolkata,132.73 (108.56)
20-06-2009,Guwahati,126.35 (95.88)
20-06-2009,Siliguri,122.52 (91.30)
20-06-2009,Jalpaiguri,N.S.(N.S.)
20-06-2009,mjunction,
20-06-2009,Cochin,87.01 (66.19)
20-06-2009,Coonoor,80.48 (62.25)
20-06-2009,Coimbatore,85.73 (62.77)
13-06-2009,Kolkata,132.31 (101.75)
13-06-2009,Guwahati,125.01 (94.00)
13-06-2009,Siliguri,122.77 (94.07)
13-06-2009,Jalpaiguri,N.S.(N.S.)
13-06-2009,mjunction,
13-06-2009,Cochin,89.19  (63.89)
13-06-2009,Coonoor,78.86 (60.89)
13-06-2009,Coimbatore,83.69 (60.73)
06-06-2009,Kolkata,137.00 (95.77)
06-06-2009,Guwahati,N.S. (89.18)
06-06-2009,Siliguri,124.09 (92.96)
06-06-2009,Jalpaiguri,N.S.(N.S.)
06-06-2009,mjunction,
06-06-2009,Cochin,N.S.  (61.15)
06-06-2009,Coonoor,82.97 (60.36)
06-06-2009,Coimbatore,84.09 (59.54)
30-05-2009,Kolkata,142.61 (96.77)
30-05-2009,Guwahati,133.71 (87.23)
30-05-2009,Siliguri,131.76 (90.84)
30-05-2009,Jalpaiguri,N.S.(N.S.)
30-05-2009,mjunction,
30-05-2009,Cochin,96.21 (59.99)
30-05-2009,Coonoor,88.82 (58.00)
30-05-2009,Coimbatore,91.15 (57.88)
23-05-2009,Kolkata,144.13 (98.43)
23-05-2009,Guwahati,133.55 (87.20)
23-05-2009,Siliguri,136.78 (88.79)
23-05-2009,Jalpaiguri,N.S.(N.S.)
23-05-2009,mjunction,
23-05-2009,Cochin,N. S. (59.58)
23-05-2009,Coonoor,89.38 (57.09)
23-05-2009,Coimbatore,91.92 (57.62)
16-05-2009,Kolkata,139.18 (98.58)
16-05-2009,Guwahati,131.00 (87.31)
16-05-2009,Siliguri,130.00 (88.36)
16-05-2009,Jalpaiguri,N.S.(N.S.)
16-05-2009,mjunction,
16-05-2009,Cochin,N. S. (59.53)
16-05-2009,Coonoor,89.75 (55.35)
16-05-2009,Coimbatore,89.41 (54.76)
09-05-2009,Kolkata,134.88 (99.25)
09-05-2009,Guwahati,128.69 (87.46)
09-05-2009,Siliguri,124.07 (86.07)
09-05-2009,Jalpaiguri,N.S.(N.S.)
09-05-2009,mjunction,
09-05-2009,Cochin,93.36 (59.54)
09-05-2009,Coonoor,97.04 (55.14)
09-05-2009,Coimbatore,89.69 (55.27)
02-05-2009,Kolkata,125.87 (101.15)
02-05-2009,Guwahati,122.08 (87.53)
02-05-2009,Siliguri,118.95 (86.36)
02-05-2009,Jalpaiguri,N.S.(N.S.)
02-05-2009,mjunction,
02-05-2009,Cochin,90.91 (60.71)
02-05-2009,Coonoor,86.10 (56.27)
02-05-2009,Coimbatore,85.39 (55.69)
25-04-2009,Kolkata,118.01 (103.18)
25-04-2009,Guwahati,110.15 (90.29)
25-04-2009,Siliguri,113.56 (89.43)
25-04-2009,Jalpaiguri,N.S.(N.S.)
25-04-2009,mjunction,
25-04-2009,Cochin,91.97 (60.88)
25-04-2009,Coonoor,86.15 (56.40)
25-04-2009,Coimbatore,84.40 (56.00)
18-04-2009,Kolkata,N.S.  (98.18)
18-04-2009,Guwahati,N.S.  (N. S.)
18-04-2009,Siliguri,115.41 (91.14)
18-04-2009,Jalpaiguri,N.S.(N.S.)
18-04-2009,mjunction,
18-04-2009,Cochin, 90.86 (60.45)
18-04-2009,Coonoor,83.58 (54.42)
18-04-2009,Coimbatore,84.38 (55.46)
11-04-2009,Kolkata, N.S.  (87.13)
11-04-2009,Guwahati,98.98  (83.97)
11-04-2009,Siliguri,110.53 (90.96)
11-04-2009,Jalpaiguri,N.S.(N.S.)
11-04-2009,mjunction,
11-04-2009,Cochin,N.S.  (60.24)
11-04-2009,Coonoor,79.04 (54.47)
11-04-2009,Coimbatore,81.58 (55.08)
04-04-2009,Kolkata,83.11   (78.54)
04-04-2009,Guwahati,N.S.  (65.63)
04-04-2009,Siliguri,105.29 (93.21)
04-04-2009,Jalpaiguri,N.S.(N.S.)
04-04-2009,mjunction,
04-04-2009,Cochin,90.28 (60.39)
04-04-2009,Coonoor,74.70 (54.90)
04-04-2009,Coimbatore,77.62 (54.73)
28-03-2009,Kolkata,N.S.  (64.08)
28-03-2009,Guwahati,74.71  (N.S.)
28-03-2009,Siliguri,86.52 (60.97)
28-03-2009,Jalpaiguri,N.S.(N.S.)
28-03-2009,mjunction,
28-03-2009,Cochin,86.69 (60.40)
28-03-2009,Coonoor,71.49 (55.50)
28-03-2009,Coimbatore,74.15 (55.08)
21-03-2009,Kolkata,79.41   (N.S.)
21-03-2009,Guwahati,N.S.  (58.78)
21-03-2009,Siliguri,73.40  (N.S.)
21-03-2009,Jalpaiguri,N.S.(N.S.)
21-03-2009,mjunction,
21-03-2009,Cochin,84.47   (N.S.)
21-03-2009,Coonoor,69.25 (55.52)
21-03-2009,Coimbatore,73.20 (55.51)
14-03-2009,Kolkata,No Sale
14-03-2009,Guwahati,No Sale
14-03-2009,Siliguri,No Sale
14-03-2009,Jalpaiguri,N.S.(N.S.)
14-03-2009,mjunction,
14-03-2009,Cochin,87.09 (61.80)
14-03-2009,Coonoor,70.35 (56.05)
14-03-2009,Coimbatore,65.26 (56.73)
07-03-2009,Kolkata,80.34 (66.15)
07-03-2009,Guwahati,71.10   (N.S.)
07-03-2009,Siliguri,71.73 (60.76)
07-03-2009,Jalpaiguri,N.S.(N.S.)
07-03-2009,mjunction,
07-03-2009,Cochin,84.24 (60.68)
07-03-2009,Coonoor,82.48 (56.07)
07-03-2009,Coimbatore,73.67 (55.96)
28-02-2009,Kolkata, 81.40   (N.S.)
28-02-2009,Guwahati,74.37 (55.48)
28-02-2009,Siliguri,71.29 (57.02)
28-02-2009,Jalpaiguri,N.S.(N.S.)
28-02-2009,mjunction,
28-02-2009,Cochin,84.21 (59.83)
28-02-2009,Coonoor,70.01 (54.02)
28-02-2009,Coimbatore,71.90 (54.09)
21-02-2009,Kolkata,84.96  (66.64)
21-02-2009,Guwahati,75.21  (59.28)
21-02-2009,Siliguri,75.10 (58.15)
21-02-2009,Jalpaiguri,N.S.(N.S.)
21-02-2009,mjunction,
21-02-2009,Cochin, 84.25 (59.95)
21-02-2009,Coonoor,70.10 (52.82)
21-02-2009,Coimbatore,70.82 (53.91)
14-02-2009,Kolkata,88.44  (68.38)
14-02-2009,Guwahati,79.94  (62.35)
14-02-2009,Siliguri,78.25 (61.27)
14-02-2009,Jalpaiguri,N.S.(N.S.)
14-02-2009,mjunction,
14-02-2009,Cochin, 84.57 (59.89)
14-02-2009,Coonoor,70.14 (51.84)
14-02-2009,Coimbatore,71.24 (53.55)
07-02-2009,Kolkata,89.04  (70.72)
07-02-2009,Guwahati,83.21  (63.30)
07-02-2009,Siliguri,N.S.  (59.63)
07-02-2009,Jalpaiguri,N.S.(N.S.)
07-02-2009,mjunction,
07-02-2009,Cochin, 83.79 (59.26)
07-02-2009,Coonoor,67.66 (52.31)
07-02-2009,Coimbatore,72.27 (52.76)
31-01-2009,Kolkata,91.38  (71.11)
31-01-2009,Guwahati,N.S.  (64.97)
31-01-2009,Siliguri,79.27 (62.09)
31-01-2009,Jalpaiguri,N.S.(N.S.)
31-01-2009,mjunction,
31-01-2009,Cochin,79.94 (58.95)
31-01-2009,Coonoor,69.64 (53.22)
31-01-2009,Coimbatore,72.19 (52.42)
24-01-2009,Kolkata,94.11  (74.09)
24-01-2009,Guwahati,85.69  (65.20)
24-01-2009,Siliguri,N.S.  (65.57)
24-01-2009,Jalpaiguri,N.S.(N.S.)
24-01-2009,mjunction,
24-01-2009,Cochin,79.90 (57.13)
24-01-2009,Coonoor,N.S. (53.42)
24-01-2009,Coimbatore,71.17 (51.83)
17-01-2009,Kolkata,95.94  (76.84 )
17-01-2009,Guwahati,87.63  (71.04)
17-01-2009,Siliguri,80.58 (67.16)
17-01-2009,Jalpaiguri,N.S.(N.S.)
17-01-2009,mjunction,
17-01-2009,Cochin,81.13 (59.08)
17-01-2009,Coonoor,69.64 (52.58)
17-01-2009,Coimbatore,71.16  (53.36)
10-01-2009,Kolkata,97.55(79.82)
10-01-2009,Guwahati,87.46(73.97)
10-01-2009,Siliguri,82.72(68.17)
10-01-2009,Jalpaiguri,N.S.(N.S.)
10-01-2009,mjunction,
10-01-2009,Cochin,82.25(59.47)
10-01-2009,Coonoor,67.26(52.36)
10-01-2009,Coimbatore,69.84(53.63)
03-01-2009,Kolkata,98.17(80.82)
03-01-2009,Guwahati,N.S.(76.15)
03-01-2009,Siliguri,84.02(70.07)
03-01-2009,Jalpaiguri,N.S.(N.S.)
03-01-2009,mjunction,
03-01-2009,Cochin,79.70(57.91)
03-01-2009,Coonoor,68.94(51.69)
03-01-2009,Coimbatore,70.40(54.04)
25-12-2010,Kolkata,129.92(124.46)
25-12-2010,Guwahati,104.53(107.30)
25-12-2010,Siliguri,N.S.(109.37)
25-12-2010,Jalpaiguri,N.S.(N.S.)
25-12-2010,mjunction,
25-12-2010,Cochin,82.37(N.S.)
25-12-2010,Coonoor,66.01(73.74)
25-12-2010,Coimbatore,68.72(N.S.)
18-12-2010,Kolkata,130.17(127.21)
18-12-2010,Guwahati,109.01(111.28)
18-12-2010,Siliguri,108.78(113.70)
18-12-2010,Jalpaiguri,N.S.(N.S.)
18-12-2010,mjunction,
18-12-2010,Cochin,81.96(83.43)
18-12-2010,Coonoor,65.83(74.45)
18-12-2010,Coimbatore,67.53(75.28)
11-12-2010,Kolkata,134.04(127.65)
11-12-2010,Guwahati,110.45(111.75)
11-12-2010,Siliguri,108.57(114.33)
11-12-2010,Jalpaiguri,N.S.(N.S.)
11-12-2010,mjunction,
11-12-2010,Cochin,81.21(84.43)
11-12-2010,Coonoor,64.10(N.S.)
11-12-2010,Coimbatore,67.33(76.67)
04-12-2010,Kolkata,138.35(131.09)
04-12-2010,Guwahati,117.14(115.02)
04-12-2010,Siliguri,106.98(111.19)
04-12-2010,Jalpaiguri,N.S.(N.S.)
04-12-2010,mjunction,
04-12-2010,Cochin,80.41(84.77)
04-12-2010,Coonoor,65.12(77.18)
04-12-2010,Coimbatore,66.65(77.85)
27-11-2010,Kolkata,139.23(132.39)
27-11-2010,Guwahati,118.33(120.07)
27-11-2010,Siliguri,104.34(110.03)
27-11-2010,Jalpaiguri,N.S.(N.S.)
27-11-2010,mjunction,
27-11-2010,Cochin,81.17(86.79)
27-11-2010,Coonoor,65.59(76.86)
27-11-2010,Coimbatore,68.22(78.92)
20-11-2010,Kolkata,139.10(137.73)
20-11-2010,Guwahati,120.23(119.06)
20-11-2010,Siliguri,109.46(114.64)
20-11-2010,Jalpaiguri,N.S.(N.S.)
20-11-2010,mjunction,
20-11-2010,Cochin,81.26(84.80)
20-11-2010,Coonoor,65.95(76.53)
20-11-2010,Coimbatore,65.72(80.98)
13-11-2010,Kolkata,140.69(135.48)
13-11-2010,Guwahati,118.40(120.16)
13-11-2010,Siliguri,109.18(116.15)
13-11-2010,Jalpaiguri,N.S.(N.S.)
13-11-2010,mjunction,
13-11-2010,Cochin,83.68(82.38)
13-11-2010,Coonoor,64.92(N.S.)
13-11-2010,Coimbatore,66.59(76.55)
06-11-2010,Kolkata,141.15(137.78)
06-11-2010,Guwahati,118.85(118.69)
06-11-2010,Siliguri,112.10(115.75)
06-11-2010,Jalpaiguri,N.S.(N.S.)
06-11-2010,mjunction,
06-11-2010,Cochin,83.66(85.03)
06-11-2010,Coonoor,64.98(71.34)
06-11-2010,Coimbatore,N.S.(74.20)
30-10-2010,Kolkata,140.58(138.44)
30-10-2010,Guwahati,122.21(119.68)
30-10-2010,Siliguri,108.24(109.63)
30-10-2010,Jalpaiguri,N.S.(N.S.)
30-10-2010,mjunction,
30-10-2010,Cochin,83.70(87.94)
30-10-2010,Coonoor,65.16(69.92)
30-10-2010,Coimbatore,67.05(75.83)
23-10-2010,Kolkata,N.S.(135.47)
23-10-2010,Guwahati,124.61(119.67)
23-10-2010,Siliguri,106.50(108.25)
23-10-2010,Jalpaiguri,N.S.(N.S.)
23-10-2010,mjunction,
23-10-2010,Cochin,85.75(91.38)
23-10-2010,Coonoor,64.13(73.82)
23-10-2010,Coimbatore,66.18(77.44)
16-10-2010,Kolkata,142.76(137.93)
16-10-2010,Guwahati,N.S.(119.78)
16-10-2010,Siliguri,N.S.(106.18)
16-10-2010,Jalpaiguri,N.S.(N.S.)
16-10-2010,mjunction,
16-10-2010,Cochin,87.19(N.S.)
16-10-2010,Coonoor,63.71(74.77)
16-10-2010,Coimbatore,67.20(N.S.)
09-10-2010,Kolkata,143.96(135.28)
09-10-2010,Guwahati,123.40(117.40)
09-10-2010,Siliguri,106.64(109.32)
09-10-2010,Jalpaiguri,N.S.(N.S.)
09-10-2010,mjunction,
09-10-2010,Cochin,87.32(90.28)
09-10-2010,Coonoor,62.88(74.32)
09-10-2010,Coimbatore,65.88(81.03)
02-10-2010,Kolkata,138.31(N.S.)
02-10-2010,Guwahati,123.32(N.S.)
02-10-2010,Siliguri,106.39(N.S.)
02-10-2010,Jalpaiguri,N.S.(N.S.)
02-10-2010,mjunction,
02-10-2010,Cochin,89.48(91.00)
02-10-2010,Coonoor,62.04(76.61)
02-10-2010,Coimbatore,65.44(80.24)
25-09-2010,Kolkata,142.83(137.73)
25-09-2010,Guwahati,124.50(114.84)
25-09-2010,Siliguri,104.10(105.28)
25-09-2010,Jalpaiguri,N.S.(N.S.)
25-09-2010,mjunction,
25-09-2010,Cochin,90.13(93.30)
25-09-2010,Coonoor,61.69(77.59)
25-09-2010,Coimbatore,66.09(82.24)
18-09-2010,Kolkata,144.29(131.42)
18-09-2010,Guwahati,122.47(114.73)
18-09-2010,Siliguri,105.22(101.40)
18-09-2010,Jalpaiguri,N.S.(N.S.)
18-09-2010,mjunction,
18-09-2010,Cochin,88.85(97.03)
18-09-2010,Coonoor,64.16(76.24)
18-09-2010,Coimbatore,68.75(83.83)
11-09-2010,Kolkata,146.04(127.62)
11-09-2010,Guwahati,125.32(112.67)
11-09-2010,Siliguri,106.66(N.S)
11-09-2010,Jalpaiguri,N.S.(N.S.)
11-09-2010,mjunction,
11-09-2010,Cochin,82.68(96.59)
11-09-2010,Coonoor,63.33(75.65)
11-09-2010,Coimbatore,65.53(79.04)
04-09-2010,Kolkata,143.82(129.34)
04-09-2010,Guwahati,122.03(112.47)
04-09-2010,Siliguri,105.70(N.S)
04-09-2010,Jalpaiguri,N.S.(N.S.)
04-09-2010,mjunction,
04-09-2010,Cochin,74.06(N.S)
04-09-2010,Coonoor,57.76(74.29)
04-09-2010,Coimbatore,56.45(80.59)
28-08-2010,Kolkata,146.33(128.65)
28-08-2010,Guwahati,124.94(114.23)
28-08-2010,Siliguri,105.84(101.70)
28-08-2010,Jalpaiguri,N.S.(N.S.)
28-08-2010,mjunction,
28-08-2010,Cochin,N.S.(96.13)
28-08-2010,Coonoor,54.52(72.75)
28-08-2010,Coimbatore,57.06(79.24)
21-08-2010,Kolkata,147.06(131.14)
21-08-2010,Guwahati,126.14(114.17)
21-08-2010,Siliguri,108.02(101.14)
21-08-2010,Jalpaiguri,N.S.(N.S.)
21-08-2010,mjunction,
21-08-2010,Cochin,73.70(95.89)
21-08-2010,Coonoor,53.53(72.94)
21-08-2010,Coimbatore,55.32(79.58)
14-08-2010,Kolkata,145.74(129.29)
14-08-2010,Guwahati,123.02(113.59)
14-08-2010,Siliguri,109.38(102.99)
14-08-2010,Jalpaiguri,N.S.(N.S.)
14-08-2010,mjunction,
14-08-2010,Cochin,71.82(98.46)
14-08-2010,Coonoor,52.65(71.08)
14-08-2010,Coimbatore,55.81(76.72)
07-08-2010,Kolkata,143.69(130.36)
07-08-2010,Guwahati,121.01(112.18)
07-08-2010,Siliguri,108.71(106.04)
07-08-2010,Jalpaiguri,N.S.(N.S.)
07-08-2010,mjunction,
07-08-2010,Cochin,71.06(98.24)
07-08-2010,Coonoor,52.50(69.99)
07-08-2010,Coimbatore,55.85(74.82)
31-07-2010,Kolkata,151.59(128.54)
31-07-2010,Guwahati,122.69(112.15)
31-07-2010,Siliguri,106.85(105.19)
31-07-2010,Jalpaiguri,N.S.(N.S.)
31-07-2010,mjunction,
31-07-2010,Cochin,70.73(N.S.)
31-07-2010,Coonoor,52.43(70.21)
31-07-2010,Coimbatore,56.32(79.77)
24-07-2010,Kolkata,143.44(129.43)
24-07-2010,Guwahati,117.96(107.34)
24-07-2010,Siliguri,108.18(102.15)
24-07-2010,Jalpaiguri,N.S.(N.S.)
24-07-2010,mjunction,
24-07-2010,Cochin,73.49(98.67)
24-07-2010,Coonoor,51.27(71.30)
24-07-2010,Coimbatore,55.81(82.16)
17-07-2010,Kolkata,145.67(132.42)
17-07-2010,Guwahati,115.80(106.59)
17-07-2010,Siliguri,107.88(103.72)
17-07-2010,Jalpaiguri,N.S.(N.S.)
17-07-2010,mjunction,
17-07-2010,Cochin,73.80(91.20)
17-07-2010,Coonoor,51.22(74.26)
17-07-2010,Coimbatore,56.28(83.65)
10-07-2010,Kolkata,148.45(135.45)
10-07-2010,Guwahati,118.03(116.19)
10-07-2010,Siliguri,108.61(107.48)
10-07-2010,Jalpaiguri,N.S.(N.S.)
10-07-2010,mjunction,
10-07-2010,Cochin,71.52(88.80)
10-07-2010,Coonoor,50.80(74.08)
10-07-2010,Coimbatore,55.16(82.07)
03-07-2010,Kolkata,147.37(135.45)
03-07-2010,Guwahati,116.78(124.00)
03-07-2010,Siliguri,109.67(110.79)
03-07-2010,Jalpaiguri,N.S.(N.S.)
03-07-2010,mjunction,
03-07-2010,Cochin,70.73(88.33)
03-07-2010,Coonoor,50.69(75.52)
03-07-2010,Coimbatore,55.88(80.56)
26-06-2010,Kolkata,139.30(132.85)
26-06-2010,Guwahati,116.30(125.70)
26-06-2010,Siliguri,113.38(116.34)
26-06-2010,Jalpaiguri,N.S.(N.S.)
26-06-2010,mjunction,
26-06-2010,Cochin,67.57(90.05)
26-06-2010,Coonoor,50.95(78.83)
26-06-2010,Coimbatore,N.S.(82.81)
19-06-2010,Kolkata,131.15(132.73)
19-06-2010,Guwahati,114.96(126.35)
19-06-2010,Siliguri,112.32(122.52)
19-06-2010,Jalpaiguri,N.S.(N.S.)
19-06-2010,mjunction,
19-06-2010,Cochin,68.08(87.01)
19-06-2010,Coonoor,51.88(80.48)
19-06-2010,Coimbatore,53.91(85.73)
12-06-2010,Kolkata,125.63(132.31)
12-06-2010,Guwahati,114.66(125.01)
12-06-2010,Siliguri,110.43(122.77)
12-06-2010,Jalpaiguri,N.S.(N.S.)
12-06-2010,mjunction,
12-06-2010,Cochin,68.76(89.19)
12-06-2010,Coonoor,53.98(78.86)
12-06-2010,Coimbatore,57.14(83.69)
05-06-2010,Kolkata,121.74(137.00)
05-06-2010,Guwahati,111.26(N.S.)
05-06-2010,Siliguri,110.61(124.09)
05-06-2010,Jalpaiguri,N.S.(N.S.)
05-06-2010,mjunction,
05-06-2010,Cochin,71.24(N.S.)
05-06-2010,Coonoor,56.83(82.97)
05-06-2010,Coimbatore,59.01(84.09)
29-05-2010,Kolkata,128.59(142.61)
29-05-2010,Guwahati,111.38(133.71)
29-05-2010,Siliguri,104.35(131.76)
29-05-2010,Jalpaiguri,N.S.(N.S.)
29-05-2010,mjunction,
29-05-2010,Cochin,73.04(96.21)
29-05-2010,Coonoor,56.75(88.82)
29-05-2010,Coimbatore,58.62(91.15)
22-05-2010,Kolkata,126.66(144.13)
22-05-2010,Guwahati,109.49(133.55)
22-05-2010,Siliguri,105.75(136.78)
22-05-2010,Jalpaiguri,N.S.(N.S.)
22-05-2010,mjunction,
22-05-2010,Cochin,73.47(N.S.)
22-05-2010,Coonoor,56.61(89.38)
22-05-2010,Coimbatore,58.67(91.92)
15-05-2010,Kolkata,131.52(139.18)
15-05-2010,Guwahati,111.45(131.00)
15-05-2010,Siliguri,100.51(130.00)
15-05-2010,Jalpaiguri,N.S.(N.S.)
15-05-2010,mjunction,
15-05-2010,Cochin,75.24(N.S.)
15-05-2010,Coonoor,57.32(89.75)
15-05-2010,Coimbatore,59.63(89.41)
08-05-2010,Kolkata,130.01(134.88)
08-05-2010,Guwahati,115.32(128.69)
08-05-2010,Siliguri,98.57(124.07)
08-05-2010,Jalpaiguri,N.S.(N.S.)
08-05-2010,mjunction,
08-05-2010,Cochin,75.37(93.36)
08-05-2010,Coonoor,56.89(97.04)
08-05-2010,Coimbatore,62.23(89.69)
01-05-2010,Kolkata,122.61(125.87)
01-05-2010,Guwahati,118.43(122.08)
01-05-2010,Siliguri,99.79(118.95)
01-05-2010,Jalpaiguri,N.S.(N.S.)
01-05-2010,mjunction,
01-05-2010,Cochin,86.37(90.91)
01-05-2010,Coonoor,59.46(86.10)
01-05-2010,Coimbatore,69.44(85.39)
24-04-2010,Kolkata,112.17(118.01)
24-04-2010,Guwahati,101.64(110.15)
24-04-2010,Siliguri,101.37(113.56)
24-04-2010,Jalpaiguri,N.S.(N.S.)
24-04-2010,mjunction,
24-04-2010,Cochin,80.02(91.97)
24-04-2010,Coonoor,62.32(86.15)
24-04-2010,Coimbatore,64.24(84.40)
17-04-2010,Kolkata,108.70(N.S.)
17-04-2010,Guwahati,N.S.(N.S.)
17-04-2010,Siliguri,109.47(115.41)
17-04-2010,Jalpaiguri,N.S.(N.S.)
17-04-2010,mjunction,
17-04-2010,Cochin,80.55(90.86)
17-04-2010,Coonoor,62.25(83.58)
17-04-2010,Coimbatore,66.91(84.38)
10-04-2010,Kolkata,76.93(N.S.)
10-04-2010,Guwahati,82.25(98.98)
10-04-2010,Siliguri,117.50(110.53)
10-04-2010,Jalpaiguri,N.S.(N.S.)
10-04-2010,mjunction,
10-04-2010,Cochin,81.90(N.S.)
10-04-2010,Coonoor,61.77(79.04)
10-04-2010,Coimbatore,66.17(81.58)
03-04-2010,Kolkata,69.52(83.11)
03-04-2010,Guwahati,66.59(N.S.)
03-04-2010,Siliguri,76.87(105.29)
03-04-2010,Jalpaiguri,N.S.(N.S.)
03-04-2010,mjunction,
03-04-2010,Cochin,N.S.(90.28)
03-04-2010,Coonoor,62.81(74.70)
03-04-2010,Coimbatore,65.89(77.62)
27-03-2010,Kolkata,N.S.(N.S.)
27-03-2010,Guwahati,N.S.(74.71)
27-03-2010,Siliguri,N.S.(86.52)
27-03-2010,Jalpaiguri,N.S.(N.S.)
27-03-2010,mjunction,
27-03-2010,Cochin,80.54(86.69)
27-03-2010,Coonoor,63.41(71.49)
27-03-2010,Coimbatore,66.28(74.15)
20-03-2010,Kolkata,N.S.(79.41)
20-03-2010,Guwahati,N.S.(N.S.)
20-03-2010,Siliguri,N.S.(73.40)
20-03-2010,Jalpaiguri,N.S.(N.S.)
20-03-2010,mjunction,
20-03-2010,Cochin,77.08(84.47)
20-03-2010,Coonoor,64.59(69.25)
20-03-2010,Coimbatore,65.62(73.20)
13-03-2010,Kolkata,77.35(N.S.)
13-03-2010,Guwahati,73.71(N.S.)
13-03-2010,Siliguri,75.20(N.S.)
13-03-2010,Jalpaiguri,N.S.(N.S.)
13-03-2010,mjunction,
13-03-2010,Cochin,75.85(87.09)
13-03-2010,Coonoor,65.53(70.35)
13-03-2010,Coimbatore,65.11(65.26)
06-03-2010,Kolkata,85.89(80.34)
06-03-2010,Guwahati,75.65(71.10)
06-03-2010,Siliguri,77.93(71.73)
06-03-2010,Jalpaiguri,N.S.(N.S.)
06-03-2010,mjunction,
06-03-2010,Cochin,76.46(84.24)
06-03-2010,Coonoor,66.18(82.48)
06-03-2010,Coimbatore,66.54(73.67)
27-02-2010,Kolkata,97.15(81.40)
27-02-2010,Guwahati,82.20(74.37)
27-02-2010,Siliguri,81.86(71.29)
27-02-2010,Jalpaiguri,N.S.(N.S.)
27-02-2010,mjunction,
27-02-2010,Cochin,78.52(84.21)
27-02-2010,Coonoor,68.97(70.01)
27-02-2010,Coimbatore,65.83(71.90)
20-02-2010,Kolkata,101.73(84.96)
20-02-2010,Guwahati,86.83(75.21)
20-02-2010,Siliguri,87.40(75.10)
20-02-2010,Jalpaiguri,N.S.(N.S.)
20-02-2010,mjunction,
20-02-2010,Cochin,78.59(84.25)
20-02-2010,Coonoor,70.74(70.10)
20-02-2010,Coimbatore,68.10(70.82)
13-02-2010,Kolkata,107.88(88.44)
13-02-2010,Guwahati,87.33(79.94)
13-02-2010,Siliguri,87.43(78.25)
13-02-2010,Jalpaiguri,N.S.(N.S.)
13-02-2010,mjunction,
13-02-2010,Cochin,79.31(84.57)
13-02-2010,Coonoor,71.77(70.14)
13-02-2010,Coimbatore,69.99(71.24)
06-02-2010,Kolkata,107.33(89.04)
06-02-2010,Guwahati,89.44(83.21)
06-02-2010,Siliguri,90.31(N.S.)
06-02-2010,Jalpaiguri,N.S.(N.S.)
06-02-2010,mjunction,
06-02-2010,Cochin,80.25(83.79)
06-02-2010,Coonoor,71.12(67.66)
06-02-2010,Coimbatore,70.81(72.27)
30-01-2010,Kolkata,113.04(91.38)
30-01-2010,Guwahati,N.S.(N.S.)
30-01-2010,Siliguri,94.52(79.27)
30-01-2010,Jalpaiguri,N.S.(N.S.)
30-01-2010,mjunction,
30-01-2010,Cochin,80.21(79.94)
30-01-2010,Coonoor,72.03(69.64)
30-01-2010,Coimbatore,71.52(72.19)
23-01-2010,Kolkata,108.55 (94.11)
23-01-2010,Guwahati,91.35 (85.69)
23-01-2010,Siliguri,94.60 (N.S.)
23-01-2010,Jalpaiguri,N.S.(N.S.)
23-01-2010,mjunction,
23-01-2010,Cochin,81.10 (79.90)
23-01-2010,Coonoor,71.12 (N.S.)
23-01-2010,Coimbatore,71.49 (71.17)
16-01-2010,Kolkata,N.S.( 95.94)
16-01-2010,Guwahati,94.06 (87.63)
16-01-2010,Siliguri,96.50 (80.58)
16-01-2010,Jalpaiguri,N.S.(N.S.)
16-01-2010,mjunction,
16-01-2010,Cochin,83.00 (81.13)
16-01-2010,Coonoor,72.96 (69.64)
16-01-2010,Coimbatore,71.70 (71.16)
09-01-2010,Kolkata,111.53 (97.55)
09-01-2010,Guwahati,97.72 (87.46)
09-01-2010,Siliguri,101.20 (82.72)
09-01-2010,Jalpaiguri,N.S.(N.S.)
09-01-2010,mjunction,
09-01-2010,Cochin,81.28 (82.25)
09-01-2010,Coonoor,72.70 (67.26)
09-01-2010,Coimbatore,73.28 (69.84)
02-01-2010,Kolkata,117.54 (98.17)
02-01-2010,Guwahati,103.07 (N.S)
02-01-2010,Siliguri,105.34 (N.S)
02-01-2010,Jalpaiguri,N.S.(N.S.)
02-01-2010,mjunction,
02-01-2010,Cochin,80.09 (79.70)
02-01-2010,Coonoor,No Sale
02-01-2010,Coimbatore,73.64 (N.S.)
26-11-2011,Kolkata,124.70(139.23)
26-11-2011,Guwahati,105.75(118.33)
26-11-2011,Siliguri,100.06(104.34)
26-11-2011,Jalpaiguri,N.S.(N.S.)
26-11-2011,mjunction,
26-11-2011,Cochin,80.37(81.17)
26-11-2011,Coonoor,60.56(65.59)
26-11-2011,Coimbatore,64.64(68.22)
31-12-2011,Kolkata,122.94(127.77)
31-12-2011,Guwahati,97.88(N.S.)
31-12-2011,Siliguri,101.76(N.S.)
